Parameter,Parameter Group,Project Id,Measure Qualifier Code,Result Comment,Sample Date,Result Measure Value,Sample Id,Station Id,Result Measure Unit,USGS P Code
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1936,132,nwisaz.01.93700001,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1936,132,nwisaz.01.93700002,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1938,132,nwisaz.01.93800033,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1939,132,nwisaz.01.93900032,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1939,132,nwisaz.01.93900034,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/12/1941,132,nwisaz.01.94200002,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/1/1943,132,nwisaz.01.94400042,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/11/1948,132,nwisco.01.94900231,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/12/1926,133,nwisaz.01.92700001,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/21/1928,133,nwisaz.01.92900009,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/1/1948,133,nwisaz.01.94900004,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/1/1932,133,nwisaz.01.93300004,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/1/1935,133,nwisaz.01.93600004,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/21/1944,133,nwisaz.01.94400050,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1947,133,nwisaz.01.94700034,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/11/1948,133,nwisaz.01.94900065,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/11/1935,133,nwisco.01.93500038,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/15/1949,133,nwisco.01.94900261,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1943,134,nwisaz.01.94400003,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1949,134,nwisaz.01.94900035,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/13/1926,134,nwisaz.01.92600055,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/21/1928,134,nwisaz.01.92900045,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/11/1931,134,nwisaz.01.93200008,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1935,134,nwisaz.01.93600001,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1939,134,nwisaz.01.94000001,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1939,134,nwisaz.01.94000002,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1944,134,nwisaz.01.94400072,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/12/1945,134,nwisaz.01.94600006,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1946,134,nwisaz.01.94600033,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/1/1932,134,nwisco.01.93200015,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/8/1932,134,nwisco.01.93200016,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,3/1/1933,134,nwisco.01.93300014,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/20/1934,134,nwisco.01.93400034,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/21/1935,134,nwisco.01.93500051,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1931,135,nwisaz.01.93100033,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1931,135,nwisaz.01.93100034,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/21/1931,135,nwisaz.01.93200009,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1947,135,nwisco.01.94800248,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1948,135,nwisco.01.94800281,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1949,135,nwisco.01.94900262,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1928,136,nwisaz.01.92900003,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1948,136,nwisaz.01.94900003,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1949,136,nwisaz.01.95000002,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/17/1926,136,nwisaz.01.92600060,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/1/1931,136,nwisaz.01.93100010,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/11/1945,136,nwisco.01.94500061,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1928,137,nwisaz.01.92800003,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/1/1933,137,nwisaz.01.93400004,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1938,137,nwisaz.01.93800035,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/21/1933,137,nwisco.01.93300011,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/1/1933,137,nwisco.01.93300012,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,3/1/1949,138,nwisaz.01.94900047,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/11/1933,138,nwisaz.01.93400005,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1935,138,nwisaz.01.93500033,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/1/1936,138,nwisaz.01.93600010,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1943,138,nwisaz.01.94400039,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/11/1949,138,nwisaz.01.94900071,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/11/1948,138,nwisco.01.94900196,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/11/1949,138,nwisco.01.94900199,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,3/1/1948,138,nwisco.01.94800261,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1931,139,nwisaz.01.93200001,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1933,139,nwisaz.01.93400003,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/21/1936,139,nwisaz.01.93600036,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/1/1940,139,nwisaz.01.94000030,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1948,139,nwisaz.01.94800096,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/21/1932,139,nwisco.01.93200019,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/11/1946,139,nwisco.01.94700097,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/1/1929,140,nwisaz.01.92900031,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/21/1948,140,nwisaz.01.94800036,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1933,140,nwisaz.01.93300032,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1933,140,nwisaz.01.93300033,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/21/1934,140,nwisaz.01.93400030,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/21/1937,140,nwisaz.01.93700036,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1943,140,nwisaz.01.94400040,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1949,140,nwisaz.01.94900093,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/10/1949,140,nwisaz.01.94900404,USGS-354444109523301,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/21/1931,140,nwisco.01.93200010,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/27/1931,140,nwisco.01.93200011,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/11/1932,140,nwisco.01.93200013,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/1/1932,140,nwisco.01.93200036,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/21/1934,140,nwisco.01.93400032,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/11/1943,140,nwisco.01.94400067,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/11/1945,140,nwisco.01.94500060,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/11/1946,140,nwisco.01.94600102,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1930,141,nwisaz.01.93000035,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/1/1931,141,nwisaz.01.93100031,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1932,141,nwisaz.01.93300003,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1948,141,nwisaz.01.94800094,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/11/1943,141,nwisco.01.94400066,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1949,141,nwisco.01.94900263,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1948,142,nwisaz.01.94800054,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1928,142,nwisaz.01.92800040,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1928,142,nwisaz.01.92900037,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/1/1929,142,nwisaz.01.92900067,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1930,142,nwisaz.01.93100001,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1932,142,nwisaz.01.93300002,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/11/1934,142,nwisaz.01.93500008,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1936,142,nwisaz.01.93700003,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/1/1936,142,nwisaz.01.93700004,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/1/1948,142,nwisaz.01.94900064,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1949,142,nwisaz.01.94900092,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/21/1932,142,nwisco.01.93200014,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/11/1947,142,nwisco.01.94700098,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/21/1948,142,nwisco.01.94900232,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1926,143,nwisaz.01.92700014,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/1/1927,143,nwisaz.01.92700023,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/21/1934,143,nwisaz.01.93500009,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/11/1932,143,nwisco.01.93200017,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/13/1932,143,nwisco.01.93200018,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/1/1935,143,nwisco.01.93500037,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/24/1926,144,nwisaz.01.92600061,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1927,144,nwisaz.01.92700047,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1937,144,nwisaz.01.93800002,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1948,144,nwisaz.01.94900063,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/1/1932,144,nwisco.01.93200012,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/11/1947,144,nwisco.01.94800209,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/5/1943,145,nwisaz.01.94400001,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1948,145,nwisaz.01.94900001,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/1/1949,145,nwisaz.01.94900045,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/1/1936,145,nwisaz.01.93600031,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1937,145,nwisaz.01.93800003,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/21/1948,145,nwisaz.01.94800098,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/21/1948,145,nwisco.01.94800282,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1948,146,nwisaz.01.94900002,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/21/1932,146,nwisaz.01.93300009,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/1/1934,146,nwisaz.01.93500007,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/21/1949,146,nwisaz.01.94900094,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1932,147,nwisaz.01.93200033,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1933,147,nwisaz.01.93400002,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/23/1936,147,nwisaz.01.93600033,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/21/1939,147,nwisaz.01.93900036,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/3/1946,147,nwisaz.01.94700001,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/11/1933,147,nwisco.01.93300010,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/2/1934,147,nwisco.01.93400030,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/11/1934,147,nwisco.01.93400031,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1949,148,nwisaz.01.95000001,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/21/1934,148,nwisaz.01.93500006,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1947,148,nwisaz.01.94700033,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/11/1944,148,nwisco.01.94400068,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/13/1944,148,nwisco.01.94400069,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/11/1945,148,nwisco.01.94600100,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/23/1925,149,nwisaz.01.92500001,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/21/1933,149,nwisaz.01.93300036,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1934,149,nwisaz.01.93500003,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1944,149,nwisaz.01.94500032,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/21/1933,149,nwisco.01.93400029,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/5/1925,150,nwisaz.01.92500002,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1926,150,nwisaz.01.92700015,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1931,150,nwisaz.01.93200003,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/1/1934,150,nwisaz.01.93500004,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1935,150,nwisaz.01.93500034,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1944,150,nwisaz.01.94500031,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/11/1935,150,nwisco.01.93500034,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/16/1935,150,nwisco.01.93500035,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1928,151,nwisaz.01.92900001,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1928,151,nwisaz.01.92900039,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1932,151,nwisaz.01.93300001,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/1/1933,151,nwisaz.01.93300010,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1934,151,nwisaz.01.93500002,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/11/1934,151,nwisaz.01.93500005,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1936,151,nwisaz.01.93600035,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/1/1933,151,nwisco.01.93300009,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1927,152,nwisaz.01.92700048,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1933,152,nwisaz.01.93400001,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1937,152,nwisaz.01.93800001,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1949,152,nwisaz.01.95000049,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/21/1932,152,nwisco.01.93300008,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/21/1948,152,nwisco.01.94800260,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1930,153,nwisaz.01.93000071,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1949,153,nwisaz.01.95000048,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1947,153,nwisco.01.94700107,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1938,154,nwisaz.01.93800034,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1934,154,nwisco.01.93400042,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/21/1934,154,nwisco.01.93500032,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/21/1935,154,nwisco.01.93500036,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1938,154,nwisco.01.93900049,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/31/1938,154,nwisco.01.93900050,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/11/1944,154,nwisco.01.94500058,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/21/1949,154,nwisco.01.95000153,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1930,155,nwisaz.01.93000068,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/12/1946,155,nwisco.01.94700095,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/18/1946,155,nwisco.01.94700096,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1930,156,nwisaz.01.93000032,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1934,156,nwisaz.01.93400035,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1943,156,nwisaz.01.94400041,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1946,156,nwisaz.01.94700002,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1948,156,nwisaz.01.94900062,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1949,156,nwisaz.01.95000047,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/1/1935,156,nwisco.01.93500033,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1937,157,nwisaz.01.93700035,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/11/1945,157,nwisco.01.94600101,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1947,157,nwisco.01.94700106,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1931,158,nwisaz.01.93100035,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1948,158,nwisaz.01.94900061,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/11/1933,158,nwisco.01.93400028,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1938,158,nwisco.01.93900048,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1931,159,nwisaz.01.93100032,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/11/1931,160,nwisco.01.93200009,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/15/1948,161,nwisaz.01.94800058,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/15/1949,161,nwisaz.01.94900054,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1949,161,nwisco.01.94900264,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1945,162,nwisaz.01.94600004,USGS-09402500,mg/l,915
