Parameter,Parameter Group,Project Id,Measure Qualifier Code,Result Comment,Sample Date,Result Measure Value,Sample Id,Station Id,Result Measure Unit,USGS P Code
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/19/1949,1.8,nwisaz.01.94900443,USGS-363805109594501,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/30/1949,2,nwisaz.01.94900453,USGS-365650109191901,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/17/1949,2.2,nwisaz.01.94900451,USGS-365040109504501,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/28/1949,4,nwisaz.01.94900434,USGS-362443109522801,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/19/1949,5.5,nwisaz.01.94900420,USGS-360708109344701,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/19/1949,5.5,nwisaz.01.94900425,USGS-361327109340001,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/22/1949,8.8,nwisaz.01.94900439,USGS-363042109282001,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/18/1949,10,nwisaz.01.94900426,USGS-361600109360001,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/22/1949,11,nwisaz.01.94900438,USGS-363040109282001,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/1/1949,12,nwisaz.01.94900430,USGS-362116109370301,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/3/1949,13,nwisaz.01.94900440,USGS-363103109445201,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/22/1947,14,nwisco.01.94700119,USGS-09251000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/3/1949,15,nwisaz.01.94900444,USGS-363818109343401,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/25/1948,16,nwisaz.01.94800505,USGS-360840111200501,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/3/1949,17,nwisaz.01.94900447,USGS-364255109375001,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/3/1949,17,nwisaz.01.94900448,USGS-364306109374701,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/29/1948,18,nwisaz.01.94800509,USGS-362116109370301,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/30/1949,20,nwisaz.01.94900457,USGS-365947109220001,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/4/1949,21,nwisaz.01.94900446,USGS-364248109514601,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/12/1948,22,nwisaz.01.94800511,USGS-364344110151201,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/28/1949,23,nwisaz.01.94900408,USGS-354734110590501,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/19/1949,23,nwisaz.01.94900412,USGS-355353109390801,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/10/1948,23,nwisaz.01.94900456,USGS-365831110134901,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/27/1949,24,nwisaz.01.94900416,USGS-355930109270501,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/26/1948,24,nwisaz.01.94800504,USGS-360833111141201,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/28/1949,29,nwisaz.01.94900414,USGS-355658111040201,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/27/1949,30,nwisaz.01.94900418,USGS-360141109381501,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1949,32,nwisaz.01.94900410,USGS-354902109370401,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/3/1949,32,nwisaz.01.94900449,USGS-364552109315901,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1942,34,nwisaz.01.94200024,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1929,35,nwisaz.01.92900026,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1944,35,nwisaz.01.94400027,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/30/1926,35,nwisaz.01.92600040,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/13/1926,36,nwisaz.01.92600007,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1929,36,nwisaz.01.92900062,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/18/1948,36,nwisaz.01.94800512,USGS-364347110145901,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1934,36,nwisco.01.93400016,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1944,37,nwisaz.01.94400026,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1944,37,nwisaz.01.94400028,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1926,37,nwisaz.01.92600045,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1926,37,nwisaz.01.92600046,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1942,37,nwisaz.01.94200025,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/19/1949,37,nwisaz.01.94900411,USGS-355227111244801,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/19/1947,37,nwisco.01.94700116,USGS-09247500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,3/19/1947,37,nwisco.01.94700117,USGS-09249500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1926,38,nwisaz.01.92600005,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1929,38,nwisaz.01.92900024,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1942,38,nwisaz.01.94200023,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,3/31/1949,38,nwisaz.01.94900452,USGS-365408109061301,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/20/1926,39,nwisaz.01.92600008,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1927,39,nwisaz.01.92700011,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1948,39,nwisco.01.94800271,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/8/1948,39,nwisco.01.94800283,USGS-09306300,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/4/1927,40,nwisaz.01.92700012,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1929,40,nwisaz.01.92900027,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/3/1943,40,nwisaz.01.94300019,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1943,40,nwisaz.01.94300023,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1943,40,nwisaz.01.94300024,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1943,40,nwisaz.01.94300025,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1944,40,nwisaz.01.94400024,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1928,40,nwisaz.01.92800031,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1929,40,nwisaz.01.92900063,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/2/1949,40,nwisaz.01.94900427,USGS-361721109203201,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1933,40,nwisco.01.93300024,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/9/1948,40,nwisco.01.94800246,USGS-09177000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1930,41,nwisaz.01.93000026,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1944,41,nwisaz.01.94400030,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/28/1926,41,nwisaz.01.92600044,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/22/1926,41,nwisaz.01.92600047,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1927,41,nwisaz.01.92700037,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1927,41,nwisaz.01.92700038,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/25/1949,41,nwisaz.01.94900436,USGS-362812109421601,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1933,41,nwisco.01.93300023,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1948,41,nwisco.01.94800226,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1948,41,nwisco.01.94800266,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1948,41,nwisco.01.94800270,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/10/1927,42,nwisaz.01.92700009,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/15/1948,42,nwisaz.01.94800056,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/22/1929,42,nwisaz.01.92900060,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1929,42,nwisaz.01.92900061,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1929,42,nwisaz.01.92900064,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1932,42,nwisco.01.93200029,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1944,42,nwisco.01.94400075,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1945,42,nwisco.01.94500064,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1949,42,nwisco.01.94900252,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/17/1927,43,nwisaz.01.92700010,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1929,43,nwisaz.01.92900028,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1943,43,nwisaz.01.94300022,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1948,43,nwisaz.01.94800025,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1948,43,nwisaz.01.94800026,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1932,43,nwisaz.01.93200027,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1949,43,nwisco.01.94900255,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1929,44,nwisaz.01.92900025,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1927,44,nwisaz.01.92700036,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1928,44,nwisaz.01.92800034,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1932,44,nwisaz.01.93200028,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1933,44,nwisaz.01.93300026,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1935,44,nwisaz.01.93500027,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1933,44,nwisco.01.93300022,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/13/1948,44,nwisco.01.94800231,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1948,44,nwisco.01.94800269,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/12/1927,45,nwisaz.01.92700013,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1948,45,nwisaz.01.94800024,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/25/1926,45,nwisaz.01.92600048,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1935,45,nwisaz.01.93500028,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1942,45,nwisaz.01.94200022,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1942,45,nwisaz.01.94200026,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1944,45,nwisco.01.94400076,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1949,45,nwisco.01.94900251,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1949,45,nwisco.01.94900253,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1934,45,nwisco.01.93400015,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/7/1926,46,nwisaz.01.92600006,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1927,46,nwisaz.01.92700007,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1943,46,nwisaz.01.94300020,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/14/1944,46,nwisaz.01.94400031,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1926,46,nwisaz.01.92600049,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1928,46,nwisaz.01.92800032,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1935,46,nwisco.01.93500048,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1949,46,nwisco.01.94900254,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1929,47,nwisaz.01.92900023,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1930,47,nwisaz.01.93000022,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1930,47,nwisaz.01.93000027,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1926,47,nwisaz.01.92600041,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1927,47,nwisaz.01.92700040,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1936,47,nwisaz.01.93600025,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1932,47,nwisco.01.93200032,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1930,48,nwisaz.01.93000025,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1943,48,nwisaz.01.94300026,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1926,48,nwisaz.01.92600043,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1928,48,nwisaz.01.92800030,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1928,48,nwisaz.01.92800033,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1929,48,nwisaz.01.92900059,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1930,48,nwisaz.01.93000062,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1932,48,nwisaz.01.93200024,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1932,48,nwisaz.01.93200025,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1932,48,nwisaz.01.93200026,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1939,48,nwisaz.01.93900024,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1932,48,nwisco.01.93200027,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/16/1932,48,nwisco.01.93200028,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1932,48,nwisco.01.93200031,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1947,48,nwisco.01.94700103,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1948,48,nwisco.01.94800267,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1948,48,nwisco.01.94800268,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1949,48,nwisco.01.94900250,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/24/1926,49,nwisaz.01.92600004,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/14/1926,49,nwisaz.01.92600042,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1927,49,nwisaz.01.92700035,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1933,49,nwisaz.01.93300027,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1936,49,nwisaz.01.93600027,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1937,49,nwisaz.01.93700024,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1942,49,nwisaz.01.94200021,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/18/1948,49,nwisaz.01.94800513,USGS-364347110145901,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1949,49,nwisco.01.94900257,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/19/1947,49,nwisco.01.94700118,USGS-09249500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1943,50,nwisaz.01.94300018,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1948,50,nwisaz.01.94800055,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1949,50,nwisaz.01.94900053,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1928,50,nwisaz.01.92800035,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1930,50,nwisaz.01.93000063,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1936,50,nwisaz.01.93600024,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1936,50,nwisaz.01.93600026,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1938,50,nwisaz.01.93800026,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1932,50,nwisco.01.93200030,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1949,50,nwisco.01.94900210,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1930,51,nwisaz.01.93000028,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1949,51,nwisaz.01.94900024,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1927,51,nwisaz.01.92700039,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1938,51,nwisaz.01.93800027,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1945,51,nwisco.01.94500065,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1949,51,nwisco.01.94900256,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1930,52,nwisaz.01.93000021,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1943,52,nwisaz.01.94300021,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1944,52,nwisaz.01.94400023,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1948,52,nwisaz.01.94800023,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1949,52,nwisaz.01.94900027,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1930,52,nwisaz.01.93000064,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1933,52,nwisaz.01.93300025,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1935,52,nwisaz.01.93500025,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1935,52,nwisaz.01.93500026,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1938,52,nwisaz.01.93800025,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1947,52,nwisaz.01.94700028,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/15/1949,52,nwisaz.01.94900417,USGS-360011109331301,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/15/1944,52,nwisaz.01.94400311,USGS-365158111345401,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1948,52,nwisco.01.94800273,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/19/1949,52,nwisco.01.94900249,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1930,53,nwisaz.01.93000023,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1930,53,nwisaz.01.93000024,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1949,53,nwisaz.01.94900023,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/15/1948,53,nwisaz.01.94800053,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1930,53,nwisaz.01.93000058,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1931,53,nwisaz.01.93100025,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1931,53,nwisaz.01.93100026,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1937,53,nwisaz.01.93700025,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1947,53,nwisaz.01.94700024,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1948,53,nwisco.01.94800265,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1929,54,nwisaz.01.92900029,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1949,54,nwisaz.01.94900025,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1928,54,nwisaz.01.92800029,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1930,54,nwisaz.01.93000059,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1936,54,nwisaz.01.93600022,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1937,54,nwisaz.01.93700026,USGS-09402500,mg/l,915
